

----------------------------特别土特产----------------------------
特别土特产(2019-07-19 08:37:55):  看看这会行不行
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:23:13):  下单购买数控卡——订单中预留手机号码收到短信链接——点击短信链接进入实名系统认证——完成信息上传——等待审核发卡流程是很简单的呢，发给您的只是上传资料的注意事项。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:23:33):  之后耐心等待短信就可以了哦
tjp520(2019-07-19 09:27:16):  是发到我这个手机号吧
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:27:26):  对的哈
tjp520(2019-07-19 09:27:31):  好的，谢了
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:27:35):  电话：13695692999这个手机的哦
tjp520(2019-07-19 09:27:41):  嗯嗯
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:27:49):  [表情]
tjp520(2019-07-19 09:28:04):  上传身份信息是上传车主的对吧
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:28:33):  使用者的就可以了哦
tjp520(2019-07-19 09:28:59):  发票的名字是我老婆的
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:29:27):  没关系的哈
tjp520(2019-07-19 09:29:36):  好的，谢了
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:30:05):  客气了哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:33:47):  请问您这边还有其他问题需要咨询吗
tjp520(2019-07-19 09:33:56):  没有了
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:34:02):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
tjp520(2019-07-19 09:34:03):  

----------------------------别问军哥为什么很帅----------------------------
别问军哥为什么很帅(2019-07-19 09:26:32):  什么时候上市
别问军哥为什么很帅(2019-07-19 09:26:32):  [卡片]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:26:32):  您好，我是捷豹路虎官方旗舰店购车管家:16，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情： https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:26:37):  您好，欢迎光临捷豹路虎官方旗舰店，我是线上购车管家16，竭诚为您服务。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:33:34):  亲，全新一代路虎揽胜极光会在7.26上市，提车需要上市之后开始的，具体还是要您和您的购车经销商沟通的哦，如果您遇到任何问题都可以咨询我们哦，我们也会帮您及时进行跟踪
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:33:36):  您这边可以先留下您的联系方式（姓名、手机、所属区域），我们让您附近的经销商联系到您，您是有机会和经销商谈到一个最优惠的价格的哦，当然最终的车价还是要靠您跟门店协商的哈
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:33:40):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
别问军哥为什么很帅(2019-07-19 09:33:42):  

----------------------------覃业英----------------------------
覃业英(2019-07-19 08:17:24):  http://item.taobao.com/item.htm?id=587115564031
覃业英(2019-07-19 08:17:24):  [卡片]
捷豹路虎官方旗舰店:服务助手(2019-07-19 08:17:24):  [卡片]
覃业英(2019-07-19 08:17:34):  这是车？
捷豹路虎官方旗舰店:服务助手(2019-07-19 08:17:35):  [卡片]
覃业英(2019-07-19 09:13:52):  [未知]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:13:52):  您好，我是捷豹路虎官方旗舰店购车管家:16，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情： https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:14:00):  您好，欢迎光临捷豹路虎官方旗舰店，我是线上购车管家16，竭诚为您服务。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:24:35):  亲亲这个是整车的订金的哦 
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:24:38):  亲，订金是可以抵扣车款的，后续的购车事宜都是在经销商处完成的，包括签订购车合同、支付尾款等。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:24:41):  您这边可以先留下您的联系方式（姓名、手机、所属区域），我们让您附近的经销商联系到您，您是有机会和经销商谈到一个最优惠的价格的哦，当然最终的车价还是要靠您跟门店协商的哈
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:24:43):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
覃业英(2019-07-19 09:24:45):  

----------------------------张毅0908----------------------------
张毅0908(2019-07-19 06:35:17):  http://item.taobao.com/item.htm?id=521368486189
张毅0908(2019-07-19 06:35:17):  [卡片]
捷豹路虎官方旗舰店:服务助手(2019-07-19 06:35:17):  [卡片]
张毅0908(2019-07-19 06:35:39):  这个怎么分期
捷豹路虎官方旗舰店:服务助手(2019-07-19 06:35:39):  [卡片]
张毅0908(2019-07-19 06:36:31):  http://item.taobao.com/item.htm?id=587115564031
捷豹路虎官方旗舰店:服务助手(2019-07-19 06:36:31):  [卡片]
张毅0908(2019-07-19 09:13:52):  [未知]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:13:52):  您好，我是捷豹路虎官方旗舰店购车管家:16，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情： https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:14:02):  您好，欢迎光临捷豹路虎官方旗舰店，我是线上购车管家16，竭诚为您服务。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:17:30):  亲，官方指导价：88.8万元-106.8万元，由于各地销售政策不一样，这个价格只能做个参考哦。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:18:32):  亲亲 目前的金融方案有首付50%尾款50%固定月供弹性尾款，首付20%贷款80%等额本息，首付50%贷款50%等额本息和首付20%贷款40%尾款40%固定月供弹性尾款这几种金融方案的哦 具体的金融方案以门店经销商为准的哦[图片]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:18:34):  您这边可以先留下您的联系方式（姓名、手机、所属区域），我们让您附近的经销商联系到您，您是有机会和经销商谈到一个最优惠的价格的哦，当然最终的车价还是要靠您跟门店协商的哈
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:18:37):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
张毅0908(2019-07-19 09:18:39):  


----------------------------tb197787_33----------------------------
tb197787_33(2019-07-19 07:09:49):  http://item.taobao.com/item.htm?id=520717372031
tb197787_33(2019-07-19 07:09:49):  [卡片]
捷豹路虎官方旗舰店:服务助手(2019-07-19 07:09:49):  [卡片]
tb197787_33(2019-07-19 07:09:53):  你好
捷豹路虎官方旗舰店:服务助手(2019-07-19 07:09:53):  
您好，欢迎光临捷豹路虎官方旗舰店/:^_^。很抱歉目前我们的客服都下班了呢，还望您可以在每天早上9点至晚间11点联系我们。我们看到信息会及时回复哒/:065～感谢您的支持，捷豹路虎竭诚为您服务/:Q
tb197787_33(2019-07-19 07:09:58):  怎么申请
捷豹路虎官方旗舰店:服务助手(2019-07-19 07:09:58):  [卡片]
tb197787_33(2019-07-19 09:13:52):  [未知]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 09:13:52):  亲，您好，我是捷豹路虎官方旗舰店购车管家:15，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情：https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 09:14:58):  为购买本产品，请确保您具备如下条件：·您的爱车配备了InControl智能驭领高级触控服务系统；·您持有有效的中国大陆身份证；·您的收货地址位于中国大陆；·你拥有中国大陆手机号码；·您的爱车为一手车（需提供一手车发票）；·您需在开具购车发票后9个月内申请购买本产品；·确保您知晓爱车的VIN（车辆识别码）号码。
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 09:15:00):   这个是办理联通SIM卡的条件哦，麻烦亲先看下是否符合，还请您车架号也提供一下哈
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 09:43:11):  亲，已经有一段时间未收到您的消息了，您可以先收藏关注我们店铺，以便随时了解本店活动，我们的上班时间是9点至23点，如果您后续有问题欢迎联系我们，我们将竭诚为您服务！如果我的消息打扰到您，请您理解！非常感谢您对捷豹路虎官方旗舰店的支持，祝您生活愉快！
tb197787_33(2019-07-19 09:43:13):  
tb197787_33(2019-07-19 14:13:45):  http://item.taobao.com/item.htm?id=520717372031
tb197787_33(2019-07-19 14:13:48):  你好

捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:13:55):  您好 在的亲
tb197787_33(2019-07-19 14:13:59):  这个怎么申请
tb197787_33(2019-07-19 14:14:04):  需要什么
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:14:07):  为购买本产品，请确保您具备如下条件：·您的爱车配备了InControl智能驭领高级触控服务系统；·您持有有效的中国大陆身份证；·您的收货地址位于中国大陆；·你拥有中国大陆手机号码；·您的爱车为一手车（需提供一手车发票）；·您需在开具购车发票后9个月内申请购买本产品；·确保您知晓爱车的VIN（车辆识别码）号码。
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:14:09):   这个是办理联通SIM卡的条件哦，麻烦亲先看下是否符合，还请您车架号也提供一下哈
tb197787_33(2019-07-19 14:14:42):  符合
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:14:49):  好的，麻烦亲车架号先提供一下哦
tb197787_33(2019-07-19 14:15:15):  [图片]
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:15:37):  SALWA2BY5KA819470
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:15:50):  您的VIN码是可以申请购买的。现在把申请购买数控卡的操作流程和注意事项发送给您查看一下。
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:15:53):  https://detail.tmall.com/item.htm?id=520717372031&spm=2014.21600715.0.0
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:15:56):  请您下单这个链接，您下单并付款成功后，系统匹配到您的订单后，把上传信息的短信链接发送到订单上预留的手机号码，请您付款前再次核对确认号码无误（您需要在收到短信后3天内完成信息上传）请您在收到的短信链接中，打开网址按照步骤操作，进入实名认证系统内上传车主信息，待联通处审核匹配成功后将会为您安排发卡。
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:16:01):  本数据计划价格为1元（人民币，预付费）36个月。目前PSIM每个月基础套餐内最多提供1GB的数据，1GB数据用完后，相关服务将会停止，直至下个月开始。您可以在我店购买数据充值流量包继续使用数据服务。
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:16:14):  请您接收到网址链接后，使用订单中预留的手机号码登录，请您在登录实名系统内上传信息时注意以下几点：1.需用户本人提供二代身份证原件正反面彩色照片；2.免冠（露双耳）正对摄像头，拍振环境明亮，不能使用美图工具及化浓妆；3.五官清晰不可遮挡，头像完整不得有缺失；4.头部面积大于照片总面积1/3；5.证件完整不得有缺失，必须露四边四角；6.身份证原件拍摄无遮挡，证件所有信息清晰不模糊；7.照片真实有效，无涂改作假痕迹；8.照片支持JPG、GIF格式。
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:16:18):  亲，在收到发送的短信内有专属上传身份信息的链接，点击链接。自动进入上传信息界面，将“发票照片”、“身份证照片正反面”、“自拍免冠照”这4张照片上传至相应的框内（照片大小：手机2-3M，电脑是2M左右），点击“提交”完成。（速度较慢，耐心等待）
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:16:24):  您购买后一般17点之后或者次日发送上传链接的短信到您的手机上的哦，请您注意查收并按提示操作！
tb197787_33(2019-07-19 14:17:42):  手机号需要我留吗
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:18:12):  能正常收到验证码都是可以的
tb197787_33(2019-07-19 14:18:20):  15945197787
捷豹路虎官方旗舰店:线上购车管家15(2019-07-19 14:18:33):  您购买的时候 提交订单编辑下手机号码呢
